Help!	बचाओ!
Number of spaces under mean height	औसत ऊंचाई के भीतर स्पेसेस की संख्या
KSirtet	के- सिर्टेट
Removed lines	मिटाई गई लाइनें
Occupied lines	भरी हुई पंक्तियाँ
Mean height	औसत ऊंचाई
Number of full lines	पूरी पंक्तियों की संख्या
Old rotation style	पुरानी घूर्णन शैली
All the work	सारे कार्य
Blocks removed	हटाए गए पिण्ड
Waiting for server	सर्वर के लिए इंतजार
Arcade game	आर्केड खेल
Game paused	खेल ठहरा
The End	अंत
Eirik Eng	एरिक एन्ज
Core engine developer	कोर इंजिन डेवलपर
Unable to read socket	सॉकेट पढ़ने में असफल
Unable to write to socket	सॉकेट पर लिखने में असमर्थ.
Link broken	लिंक टूटा है
Client has not answered in time	क्लाएंट ने समय पर उत्तर नहीं दिया
Network Meeting	नेटवर्क बैठक
Waiting for clients	क्लाएंट्स की प्रतीक्षा में
Error reading data from	से डाटा पढ़ने में त्रुटि
Unknown data from	से अज्ञात डाटा
Error writing to	पर लिखने में त्रुटि
Link broken or empty data from	लिंक टूटा है या खाली डाटा
Client rejected for incompatible ID	असंगत आईडी के लिए क्लाएंट अस्वीकृत
Excluded	निकाला
Drop Down	नीचे जाएं
One Line Down	एक पंक्ति नीचे
Move to Left Column	बाएँ स्तम्भ पर जाएँ
Move to Right Column	दाएँ स्तम्भ पर जाएँ
The MultiPlayer library of the server is incompatible	सर्वर की बहुखिलाड़ी लाइब्रेरी असंगत है
Trying to connect a server for another game type	अन्य खेल क़िस्म के लिए सर्वर से जुड़ने की कोशिश में
The server game version is incompatible	सर्वर खेल संस्करण असंगत है
Create a local game	स्थानीय खेल बनाएँ
Choose Game Type	खेल क़िस्म चुनें
Piece glued	टुकड़े चिपकाए
Shadow of the current piece	मौज़ूदा टुकड़े की छाया दिखाएँ
Next Tile	अगला शीर्षक
Stage	चरण
Show next piece	अगला टुकड़ा दिखाएँ
Direct drop down	सीधे नीचे लाएँ
marKet	मार्केट
A game of buying and selling	खरीदी- बिक्री का एक खेल
Settings changed	विन्यास परिवर्तित
Athec	एथेक
Tim Beaulen	टिम ब्यूलेन
Delete Objects	वस्तु
File	सभी फ़ाइलें
Part	छापें
Quadrilateral	क्वाड्रिलेचरल
Conditional Line	शर्तयुक्त पंक्ति
Unlinked	अलिंकित
Contents	टिप्पणी
Parts	छापें
All Files	लोड करने के लिए फ़ाइल खोलें
Open a file to load	~
Image Printing	छवि छपाई
Image Print Size	छवि छपाई आकार
Scale to same size as on screen	ऑन स्क्रीन के आकार जैसे स्केल करें
Scale image to custom dimension	छवि को मनपसंद आकार दें
Scale image to fit to page	छवि का आकार फिट होने लायक बदलें
Resolutions	रेज़ोल्यूशन्स
dpi	डीपीआई
Kooka Save Assistant	कूका सहेजना सहायक
Unknown image type	अज्ञात छवि क़िस्म
image save OK	छवि ठीक सहेजा
permission error	अनुमति त्रुटि
bad filename	खराब फ़ाइलनाम
no space on device	उपकरण में जगह नहीं
could not write image format	छवि फार्मेट लिख नहीं सका
can not write file using that protocol	उस प्रोटोकॉल का इस्तेमाल कर फ़ाइल लिख नहीं सका
